st,sex,age,marst,gedu_lvl,tedu_lvl,curr_att,sas,ind_sas,ocu_sas,wrk_365,evr_wrk,ern_reg,ern_self,tothrs_wrk,totadl_wrk,dur_unp,eff_pas,voc,voc_fld,voc_typ
22,2,28,1,12,01,15,,,,1,,0,0,0,0,,,6,,
23,1,10,1,06,01,25,,,,,2,0,0,0,0,,,,,
08,2,40,2,13,01,14,,,,,2,0,0,0,0,,,6,,
10,2,51,2,07,01,14,,,,,2,0,0,0,0,,,6,,
09,2,48,2,06,01,12,,,,1,,0,3500,31,0,,,3,,
09,2,45,2,01,01,05,,,,1,,0,0,22,0,,,6,,
06,2,61,3,01,01,,,,,,2,0,0,0,0,,,,,
06,1,26,2,12,01,12,,,,2,,15000,0,56,0,,,6,,
13,1,16,1,06,01,25,,,,,2,0,0,0,0,,,6,,
09,1,39,2,12,06,,,,,1,,0,15000,37,0,,,1,21,3
29,2,33,2,05,01,,,,,,2,0,0,0,0,,,6,,
14,2,33,2,10,01,14,,,,,2,0,0,0,0,,,6,,
29,1,22,1,07,01,12,,,,1,,18000,0,56,0,,,3,,
23,2,36,2,10,01,14,,,,,2,0,0,0,0,,,6,,
09,2,25,1,12,01,14,,,,,2,0,0,0,0,,,2,,
21,1,35,2,06,01,16,,,,1,,0,0,30,0,,,6,,
28,2,40,2,01,01,,21,01132,611,1,,0,11000,54,0,,,6,,
33,2,2,1,01,01,05,,,,,,0,0,0,0,,,,,
27,2,80,2,10,01,,,,,,2,0,0,0,0,,,,,
21,2,23,2,01,01,02,21,01112,611,1,,0,0,0,0,,,2,,
22,2,33,2,12,01,,,,,1,,34000,0,48,0,,,1,10,3
28,2,57,2,06,01,,,,,,2,0,0,0,0,,,6,,
27,2,27,2,10,01,15,,,,,2,0,0,0,0,,,6,,
09,1,6,1,05,01,24,,,,,2,0,0,0,0,,,,,
24,1,35,2,07,01,12,,,,1,,0,0,40,0,,,6,,
08,1,2,1,01,01,03,,,,,,0,0,0,0,,,,,
09,2,18,1,10,01,31,,,,,2,0,0,0,0,,,6,,
28,1,46,2,11,08,15,,,,1,,0,16500,58,0,,,1,15,3
10,1,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
05,2,3,1,01,01,05,,,,,,0,0,0,0,,,,,
08,1,17,1,07,01,26,,,,,2,0,0,0,0,,,6,,
08,2,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
15,1,19,1,10,01,31,,,,,2,0,0,0,0,,,6,,
10,1,37,2,05,01,12,,,,1,,0,0,56,0,,,6,,
10,1,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
10,2,53,2,01,01,,,,,,2,0,0,28,0,,,6,,
22,1,0,1,01,01,05,,,,,,0,0,0,0,,,,,
36,2,17,1,10,01,29,,,,,2,0,0,0,0,,,6,,
19,1,49,2,08,01,,,,,1,,0,29000,62,0,,,3,,
10,2,55,2,07,01,,,,,,2,0,0,0,0,,,6,,
09,2,2,1,01,01,05,,,,,,0,0,0,0,,,,,
08,1,20,2,08,01,16,,,,1,,0,0,0,0,,,6,,
18,1,42,2,10,01,,11,49231,833,1,,0,12400,50,0,,,3,,
27,2,50,2,07,01,14,,,,,2,0,0,0,0,,,6,,
29,1,44,3,08,01,12,,,,1,,8000,0,48,0,,,6,,
36,1,33,2,10,01,,,,,1,,20000,0,48,0,,,3,,
23,2,19,1,10,01,30,21,47211,522,1,,0,0,7,0,,,6,,
06,2,42,2,01,01,,,,,,2,0,0,0,0,,,6,,
09,2,67,3,01,01,,,,,,1,0,0,0,0,,,,,
09,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
23,2,45,2,10,01,,11,14105,753,1,,0,8000,7,8,,,3,,
20,1,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
29,2,59,2,08,01,14,,,,,1,0,0,0,0,,,6,,
08,1,26,2,08,01,12,,,,1,,0,0,48,0,,,3,,
10,1,47,2,06,01,16,11,01111,631,1,,0,21000,85,0,,,3,,
21,2,58,2,12,01,,,,,1,,0,30000,56,0,,,6,,
32,1,47,2,07,01,,,,,1,,0,18000,41,0,,,3,,
10,1,18,1,10,01,31,,,,,2,0,0,0,0,,,6,,
09,2,5,1,04,01,23,,,,,2,0,0,0,0,,,,,
22,1,16,1,07,01,12,,,,2,,0,0,48,0,,,6,,
18,2,19,1,10,01,31,,,,,2,0,0,0,0,,,6,,
09,1,50,2,07,01,13,,,,1,,0,52000,59,0,,,2,,
07,2,24,1,10,01,16,,,,,2,0,0,0,0,,,6,,
23,2,26,2,06,01,14,21,01412,612,1,,0,0,21,0,,,6,,
23,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
27,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
19,2,30,2,01,01,,11,02201,621,1,,0,2335,30,0,,,2,,
24,1,40,2,06,01,12,,,,1,,0,40000,56,0,,,6,,
12,1,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
23,2,48,2,06,01,,,,,,1,0,0,0,0,,,2,,
21,2,14,1,01,01,03,,,,,2,0,0,0,0,,,6,,
23,1,11,1,06,01,25,,,,,2,0,0,0,0,,,,,
33,1,45,2,01,01,,,,,1,,0,0,26,0,,,6,,
10,2,62,2,01,01,,,,,1,,0,1100,9,0,,,,,
17,1,4,1,01,01,23,,,,,,0,0,0,0,,,,,
10,1,40,2,10,01,,,,,1,,0,15000,29,0,,,2,,
24,1,11,1,05,01,24,,,,,2,0,0,0,0,,,,,
24,2,46,2,01,01,,,,,,2,0,0,0,0,,,6,,
09,1,62,2,08,01,,,,,1,,0,12000,39,0,,,,,
28,2,52,2,08,01,,,,,1,,0,10000,65,0,,,6,,
27,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
10,2,30,2,12,01,14,,,,,2,0,0,0,0,,,6,,
08,1,20,1,10,01,16,,,,,2,0,0,0,0,4,1,6,,
19,1,4,1,04,01,23,,,,,,0,0,0,0,,,,,
18,1,50,2,07,01,,,,,1,,0,0,35,12,,,6,,
27,1,37,2,12,01,,,,,1,,55000,0,40,0,,,6,,
19,1,40,2,07,01,12,,,,1,,0,20000,66,0,,,6,,
09,1,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
08,2,5,1,01,01,23,,,,,2,0,0,0,0,,,,,
23,1,65,3,01,01,,,,,,1,0,0,0,0,,,,,
23,2,46,2,01,01,,,,,1,,0,0,23,0,,,6,,
36,1,60,2,05,01,,41,42101,931,1,,0,60000,44,0,,,,,
05,1,11,1,06,01,25,,,,,2,0,0,0,0,,,,,
09,2,17,1,08,01,27,,,,,2,0,0,0,0,,,6,,
19,2,19,1,07,01,16,,,,,2,0,0,0,0,,,6,,
18,1,49,2,05,01,12,,,,1,,5000,0,47,15,,,2,,
10,1,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
10,1,50,2,01,01,,,,,1,,0,8500,52,0,,,6,,
29,2,65,2,01,01,,,,,,1,0,0,0,0,,,,,
23,2,42,2,01,01,,,,,,2,0,0,0,0,,,6,,
28,1,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
10,2,21,1,10,01,31,,,,,2,0,0,0,0,,,6,,
08,1,3,1,01,01,05,,,,,,0,0,0,0,,,,,
23,1,17,1,08,01,27,,,,,2,0,0,0,0,,,6,,
27,1,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
10,2,37,2,01,01,,,,,,2,0,0,0,0,,,6,,
29,1,28,1,08,01,12,,,,1,,25000,0,66,0,,,1,05,2
29,2,35,2,10,01,,,,,,2,0,0,0,0,,,6,,
10,2,21,1,10,01,31,,,,,2,0,0,0,0,,,6,,
29,2,27,2,08,01,14,,,,,1,0,0,0,0,,,6,,
28,2,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
22,1,35,2,06,01,12,,,,1,,0,14900,68,0,,,6,,
37,2,30,2,06,01,,21,01131,631,1,,0,0,0,0,,,2,,
22,2,23,1,10,01,12,21,47211,522,1,,0,0,24,0,,,2,,
09,1,23,1,11,09,12,,,,1,,0,15000,56,0,,,6,,
09,2,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
09,1,21,1,01,01,02,,,,1,,7000,0,54,0,,,6,,
23,2,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
28,2,39,2,01,01,,,,,1,,0,15000,71,0,,,6,,
10,1,47,2,06,01,,21,01412,612,1,,0,15000,35,0,,,6,,
19,2,41,2,06,01,,21,01412,612,1,,0,0,10,0,,,4,,
23,1,57,2,12,01,,,,,1,,0,20000,40,0,,,4,,
19,1,20,1,10,01,31,,,,,2,0,0,0,0,,,6,,
10,2,67,2,01,01,,,,,,1,0,0,0,0,,,,,
10,2,25,2,08,01,14,,,,,2,0,0,0,0,,,6,,
03,2,51,2,01,01,04,,,,,2,0,0,0,0,,,6,,
09,2,6,1,01,01,01,,,,,2,0,0,0,0,,,,,
29,1,50,2,10,01,,,,,1,,0,22000,46,0,,,3,,
21,1,18,1,10,01,31,,,,,2,0,0,0,0,,,6,,
06,1,25,2,12,01,15,,,,1,,0,50400,55,0,,,6,,
09,2,45,2,13,01,,,,,,2,0,0,0,0,,,6,,
09,1,53,2,06,01,,,,,1,,0,42450,39,0,,,2,,
21,1,18,1,10,01,31,,,,,2,0,0,0,0,,,6,,
09,1,80,2,01,01,,,,,,1,0,0,0,0,,,,,
21,1,18,1,10,01,16,,,,,2,0,0,0,0,1,5,6,,
10,1,12,1,01,01,03,,,,,2,0,0,0,0,,,6,,
33,1,62,2,10,01,,,,,1,,9000,0,45,0,,,,,
09,1,38,2,12,01,12,,,,1,,0,14500,47,0,,,6,,
09,2,26,1,12,01,15,,,,,2,0,0,0,0,5,1,6,,
19,1,65,2,10,01,,,,,1,,7000,0,54,0,,,,,
10,1,50,2,05,01,,,,,1,,14000,0,56,0,,,4,,
10,2,6,1,04,01,23,,,,,2,0,0,0,0,,,,,
08,2,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
08,2,53,3,01,01,,,,,1,,0,7000,37,0,,,2,,
10,1,65,2,06,01,,,,,,2,0,0,0,0,,,,,
28,1,29,2,12,03,15,,,,1,,20500,0,48,0,,,6,,
28,2,64,3,01,01,,,,,1,,0,0,0,0,,,,,
17,2,14,1,07,01,26,,,,,2,0,0,0,0,,,6,,
08,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
23,1,20,1,07,01,13,,,,1,,0,3000,33,0,,,6,,
27,1,36,2,10,01,,,,,1,,0,15000,40,0,,,2,,
18,1,36,2,07,01,,,,,1,,0,0,48,0,,,3,,
19,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
09,1,3,1,01,01,05,,,,,,0,0,0,0,,,,,
01,1,15,1,08,01,27,,,,,2,0,0,0,0,,,6,,
09,1,16,1,06,01,25,,,,,2,0,0,0,0,,,6,,
32,1,58,2,06,01,16,,,,,1,0,0,0,0,,,6,,
18,1,43,2,10,01,12,11,01124,631,1,,12500,0,48,0,,,4,,
22,1,88,2,01,01,,,,,,1,0,0,0,0,,,,,
08,2,40,2,01,01,04,,,,1,,0,0,30,0,,,2,,
29,1,40,2,05,01,,11,47711,521,1,,0,0,56,0,,,5,,
33,1,51,2,11,08,12,12,43211,741,1,,0,18650,25,0,,,4,,
23,2,21,1,12,01,30,,,,,2,0,0,0,0,,,6,,
27,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
29,1,5,1,01,01,23,,,,,2,0,0,0,0,,,,,
01,2,51,2,07,01,14,,,,,2,0,0,0,0,,,5,,
10,1,5,1,04,01,23,,,,,2,0,0,0,0,,,,,
27,2,22,2,06,01,14,,,,,2,0,0,0,0,,,6,,
10,1,45,2,10,01,,,,,1,,25000,0,70,0,,,5,,
23,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
05,2,59,1,01,01,05,,,,,2,0,0,0,0,,,6,,
10,1,45,2,07,01,12,,,,1,,0,32000,59,0,,,2,,
06,1,22,1,10,01,15,,,,1,,0,0,51,0,,,4,,
18,2,17,1,08,01,27,,,,,2,0,0,0,0,,,1,13,2
28,1,5,1,01,01,23,,,,,2,0,0,0,0,,,,,
29,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
34,2,53,3,05,01,,,,,1,,4000,0,28,0,,,4,,
09,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
10,1,36,2,01,01,,,,,1,,0,0,59,0,,,3,,
10,1,16,1,08,01,27,,,,,2,0,0,0,0,,,6,,
03,2,4,1,04,01,23,,,,,,0,0,0,0,,,,,
19,1,5,1,01,01,23,,,,,2,0,0,0,0,,,,,
23,2,38,2,01,01,05,51,41001,931,1,,0,0,40,0,,,6,,
05,1,2,1,01,01,05,,,,,,0,0,0,0,,,,,
33,1,18,1,10,01,31,,,,,2,0,0,0,0,,,6,,
08,2,55,2,06,01,,,,,,1,0,0,0,0,,,6,,
36,1,22,1,10,01,12,,,,2,,0,20000,39,0,,,3,,
27,1,38,2,06,01,12,,,,1,,0,0,60,0,,,2,,
06,1,25,1,10,01,12,,,,1,,0,0,36,0,,,6,,
10,2,62,2,01,01,,,,,1,,0,0,25,0,,,,,
09,2,60,2,07,01,,,,,,2,0,0,0,0,,,,,
36,1,42,2,13,01,,,,,1,,0,15000,48,0,,,4,,
09,1,17,1,08,01,27,,,,,2,0,0,0,0,,,6,,
09,1,75,2,07,01,,,,,1,,0,12000,17,0,,,,,
28,1,58,2,01,01,12,11,01282,611,1,,0,0,0,0,,,6,,
27,1,30,2,12,14,12,,,,1,,10500,0,48,0,,,4,,
36,1,25,1,08,01,12,51,96093,933,1,,0,0,36,0,,,5,,
22,1,57,2,08,01,12,,,,1,,0,20000,49,0,,,4,,
23,2,30,2,12,01,,,,,,2,0,0,0,0,,,6,,
09,1,39,2,08,01,16,,,,1,,0,15000,51,0,,,6,,
32,1,35,2,13,06,12,,,,1,,75000,0,40,0,,,5,,
36,2,22,1,12,01,32,,,,,2,0,0,0,0,,,6,,
28,1,30,2,08,01,12,,,,1,,15000,0,48,0,,,4,,
18,1,28,1,07,01,12,41,41001,931,1,,0,0,0,0,,4,4,,
18,1,46,2,05,01,,,,,1,,0,10500,35,0,,,6,,
18,1,34,2,05,01,,,,,1,,0,0,48,0,,,6,,
23,1,40,2,08,01,12,21,01111,611,1,,0,15000,62,0,,,4,,
33,2,39,2,12,01,12,,,,,1,0,0,0,0,,,1,13,3
32,2,56,2,07,01,12,41,01259,921,1,,0,0,0,0,,,6,,
20,1,70,2,06,01,,,,,,1,0,0,0,0,,,,,
32,1,3,1,01,01,23,,,,,,0,0,0,0,,,,,
24,1,23,2,10,01,12,,,,1,,10000,0,48,0,,,6,,
18,2,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
21,1,62,2,07,01,,,,,1,,0,5000,25,0,,,,,
29,1,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
10,2,19,1,10,01,31,,,,,2,0,0,0,0,,,6,,
32,1,63,2,06,01,,41,01611,921,1,,0,0,0,0,,,,,
22,2,20,1,08,01,14,,,,,1,0,0,0,0,,,6,,
10,1,25,2,10,01,12,,,,1,,0,0,56,0,,,6,,
01,1,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
23,1,16,1,08,01,27,,,,,2,0,0,0,0,,,6,,
33,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
08,2,30,2,06,01,14,,,,,2,0,0,0,0,,,6,,
33,1,38,2,13,01,12,,,,1,,0,18000,42,0,,,3,,
33,1,25,2,12,03,16,,,,,2,0,0,0,0,4,7,6,,
24,2,40,1,12,01,,,,,2,,15000,0,48,0,,,6,,
10,1,48,2,07,01,,,,,1,,12000,0,48,0,,,4,,
27,2,6,1,01,01,23,,,,,2,0,0,0,0,,,,,
23,2,35,2,01,01,,21,01113,611,1,,0,0,0,0,,,3,,
19,2,4,1,01,01,23,,,,,,0,0,0,0,,,,,
33,2,48,2,05,01,,,,,1,,0,0,46,0,,,6,,
32,2,29,2,12,01,14,,,,2,,0,16000,48,0,,,3,,
06,1,26,2,12,08,15,,,,1,,13800,0,48,0,,,6,,
23,1,45,2,10,01,16,,,,1,,16000,0,62,0,,,4,,
21,1,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
12,1,28,1,12,01,12,,,,1,,0,3600,39,0,,,6,,
06,1,32,2,07,01,,,,,1,,0,0,31,0,,,4,,
23,1,37,2,07,01,12,,,,1,,0,19000,38,0,,,3,,
29,2,23,2,07,01,14,,,,,2,0,0,0,0,,,6,,
19,1,25,2,07,01,12,,,,1,,9000,0,34,0,,,4,,
19,2,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
09,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
23,1,30,2,07,01,,,,,1,,0,7000,19,0,,,2,,
08,2,47,2,07,01,14,51,01611,921,1,,0,7500,45,0,,,3,,
23,1,63,2,07,01,,,,,1,,0,10200,26,2,,,,,
14,1,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
29,1,38,2,10,01,12,,,,1,,0,22000,32,0,,,4,,
18,1,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
01,2,29,1,12,01,32,,,,,2,0,0,0,0,,,6,,
19,2,42,2,06,01,,,,,,2,0,0,0,0,,,6,,
09,1,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
02,1,67,3,05,01,,,,,1,,0,2000,50,0,,,,,
06,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
18,1,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
09,2,40,2,01,01,02,,,,1,,0,4200,27,0,,,2,,
09,2,35,2,12,01,16,11,01124,631,1,,0,0,0,0,,,6,,
03,1,20,1,10,01,30,,,,,2,0,0,0,0,,,6,,
08,1,82,3,08,01,,,,,,1,0,0,0,0,,,,,
03,2,65,2,07,01,,,,,,2,0,0,0,0,,,,,
21,2,23,1,12,01,16,,,,,2,0,0,0,0,3,1,6,,
27,2,0,1,01,01,05,,,,,,0,0,0,0,,,,,
27,2,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
09,1,6,1,04,01,24,,,,,2,0,0,0,0,,,,,
10,1,26,2,12,01,12,,,,1,,0,22000,58,0,,,2,,
18,1,26,1,05,01,12,,,,1,,10000,0,51,0,,,6,,
18,2,19,1,10,01,14,,,,,2,0,0,0,0,,,6,,
10,2,3,1,01,01,05,,,,,,0,0,0,0,,,,,
23,1,42,2,10,01,16,,,,1,,0,0,42,0,,,2,,
18,2,43,2,06,01,,,,,1,,0,0,37,0,,,6,,
18,1,30,2,13,01,,,,,1,,20000,0,48,0,,,6,,
01,2,66,3,01,01,,,,,,1,0,0,0,0,,,,,
20,1,65,2,12,01,,,,,,1,0,0,0,0,,,,,
20,1,45,2,06,01,12,,,,1,,0,7000,43,0,,,3,,
22,2,47,3,07,01,,,,,1,,9000,0,56,0,,,3,,
09,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
19,1,54,2,08,01,12,,,,1,,0,30000,63,0,,,3,,
27,1,68,2,07,01,,,,,1,,0,11000,26,0,,,,,
19,1,65,2,12,09,,,,,1,,0,13000,39,0,,,,,
05,2,24,1,12,05,15,,,,,1,0,0,0,0,,,1,04,3
09,2,13,1,07,01,26,,,,,2,0,0,0,0,,,6,,
15,2,42,2,12,01,,,,,,2,0,0,0,0,,,3,,
23,1,40,2,10,01,,,,,1,,0,16700,58,0,,,5,,
29,2,44,2,10,01,,,,,,2,0,0,0,0,,,6,,
24,1,19,1,07,01,12,,,,1,,10500,0,48,0,,,4,,
02,2,39,2,13,11,,,,,,2,0,0,0,0,,,1,99,3
20,2,28,2,12,01,14,,,,,2,0,0,0,0,,,6,,
27,2,20,1,12,01,12,,,,1,,0,0,0,0,,,6,,
23,1,40,2,06,01,,,,,1,,0,29500,42,0,,,3,,
27,1,65,2,07,01,,,,,,2,0,0,0,0,,,,,
27,1,51,2,12,11,,,,,1,,60000,0,48,0,,,6,,
28,1,23,1,01,01,05,,,,,2,0,0,0,0,,,6,,
03,2,14,1,07,01,26,,,,,2,0,0,0,0,,,6,,
21,2,21,1,12,01,15,,,,,2,0,0,0,0,4,1,6,,
08,1,22,1,10,01,31,,,,,2,0,0,0,0,,,6,,
23,1,30,2,10,01,,,,,1,,0,10000,47,0,,,4,,
28,2,19,1,10,01,31,,,,,2,0,0,0,0,,,6,,
29,1,26,1,10,01,12,,,,1,,0,0,33,0,,,6,,
28,1,80,2,01,01,,,,,,1,0,0,0,0,,,,,
23,2,28,3,10,01,16,,,,,2,0,0,0,0,,,5,,
14,2,57,2,10,01,,,,,,1,0,0,0,0,,,6,,
08,1,36,2,08,01,12,,,,1,,50000,0,48,0,,,4,,
33,1,39,2,08,01,12,,,,1,,18000,0,54,0,,,6,,
09,1,30,1,13,01,15,,,,1,,12000,0,48,0,,,4,,
37,1,20,1,10,01,31,,,,,2,0,0,0,0,,,6,,
18,1,20,1,10,01,31,,,,,2,0,0,0,0,,,5,,
22,2,48,2,07,01,12,,,,1,,0,0,0,0,,,3,,
08,2,10,1,06,01,25,,,,,2,0,0,0,0,,,,,
17,1,3,1,01,01,05,,,,,,0,0,0,0,,,,,
27,2,75,3,01,01,,,,,,1,0,0,0,0,,,,,
24,2,51,2,06,01,,21,01122,611,1,,8000,0,53,0,,,2,,
32,1,29,1,11,11,12,,,,1,,15000,0,32,0,,,6,,
22,1,51,2,07,01,12,,,,1,,17000,0,37,0,,,5,,
08,1,19,1,10,01,28,21,01500,613,1,,0,0,0,0,,,6,,
09,2,65,3,01,01,,,,,,2,0,0,0,0,,,,,
23,2,38,2,01,01,,,,,,2,0,0,0,0,,,6,,
33,1,24,1,12,01,14,,,,1,,0,16000,48,0,,,4,,
29,2,14,1,06,01,25,,,,,2,0,0,0,0,,,6,,
10,1,4,1,01,01,05,,,,,,0,0,0,0,,,,,
27,2,35,2,07,01,,,,,1,,11000,0,48,0,,,4,,
24,2,21,1,07,01,12,51,01133,921,1,,0,0,56,0,,,2,,
08,1,12,1,05,01,24,,,,,2,0,0,0,0,,,6,,
27,1,46,2,05,01,,11,01112,611,1,,23000,0,56,0,,,3,,
28,1,34,2,10,01,12,21,47110,522,1,,0,17000,35,0,,,6,,
08,1,29,2,12,01,12,,,,1,,20000,0,63,0,,,6,,
33,2,72,3,06,01,,,,,,2,0,0,0,0,,,,,
36,2,45,2,01,01,03,31,56101,513,2,,0,0,0,0,,,6,,
22,1,15,1,06,01,25,,,,,2,0,0,0,0,,,6,,
27,2,62,3,01,01,,,,,,2,0,0,0,0,,,,,
09,2,35,2,07,01,14,,,,1,,0,0,0,0,,,6,,
08,2,19,2,06,01,14,,,,,2,0,0,0,0,,,6,,
37,2,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
09,1,58,2,08,01,12,,,,1,,0,20000,60,0,,,4,,
09,2,51,2,01,01,05,,,,,1,0,0,0,0,,,6,,
24,2,65,2,01,01,,,,,1,,0,0,19,0,,,,,
12,2,48,3,01,01,05,11,13121,731,1,,0,16500,35,2,,,2,,
06,1,40,2,01,01,16,,,,1,,0,25000,50,0,,,3,,
23,1,21,1,07,01,12,,,,1,,0,16000,34,0,,,4,,
10,1,65,2,08,01,,,,,1,,0,25000,35,0,,,,,
09,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
27,2,19,1,05,01,14,,,,,2,0,0,0,0,,,6,,
10,1,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
09,2,23,1,10,01,31,,,,,2,0,0,0,0,,,6,,
21,2,50,2,10,01,,,,,1,,10000,0,42,0,,,6,,
20,2,50,2,01,01,,,,,1,,0,0,26,0,,,6,,
08,2,3,1,01,01,23,,,,,,0,0,0,0,,,,,
19,2,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
09,2,41,3,01,01,14,,,,1,,0,4500,32,24,,,6,,
06,2,27,1,13,01,12,,,,1,,43000,0,60,0,,,4,,
10,2,42,2,01,01,04,,,,,2,0,0,0,0,,,6,,
03,1,38,2,13,01,,,,,1,,80000,0,48,0,,,6,,
36,1,29,2,10,01,12,,,,1,,0,0,56,0,,,6,,
08,1,70,3,08,01,,,,,,1,0,0,0,0,,,,,
09,2,30,2,10,01,14,11,01412,612,1,,0,2000,35,0,,,2,,
23,1,21,2,06,01,12,51,23921,818,1,,0,0,48,0,,,4,,
29,2,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
09,2,14,1,07,01,26,,,,,2,0,0,0,0,,,6,,
09,2,17,1,10,01,31,,,,,2,0,0,0,0,,,6,,
08,2,47,2,01,01,05,,,,1,,0,1500,21,0,,,3,,
06,2,11,1,06,01,25,,,,,2,0,0,0,0,,,,,
20,1,50,2,01,01,,,,,1,,0,11000,36,0,,,2,,
22,1,25,1,08,01,12,,,,1,,0,0,0,0,,,3,,
22,2,22,1,07,01,12,,,,1,,0,0,42,0,,,2,,
21,2,31,2,07,01,12,,,,1,,0,13000,36,0,,,5,,
09,1,17,1,08,01,27,,,,,2,0,0,0,0,,,6,,
09,1,18,1,08,01,27,,,,,2,0,0,0,0,,,6,,
19,1,45,2,01,01,,,,,1,,0,0,30,0,,,4,,
27,1,32,2,07,01,,,,,1,,0,18000,36,0,,,2,,
08,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
10,2,60,2,01,01,,,,,,2,0,0,0,0,,,,,
09,2,16,1,08,01,27,,,,,2,0,0,0,0,,,6,,
02,1,60,2,12,01,,,,,1,,0,83000,45,0,,,,,
32,2,54,2,08,01,14,,,,,2,0,0,0,0,,,6,,
12,1,48,2,07,01,,,,,1,,44500,0,48,0,,,1,18,1
22,2,3,1,01,01,05,,,,,,0,0,0,0,,,,,
28,1,63,2,06,01,,,,,1,,0,29500,29,0,,,,,
10,1,6,1,01,01,23,,,,,2,0,0,0,0,,,,,
23,2,14,1,06,01,25,,,,,2,0,0,0,0,,,6,,
21,1,6,1,05,01,24,,,,,2,0,0,0,0,,,,,
27,2,46,4,01,01,,,,,1,,12000,0,48,0,,,6,,
15,1,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
01,2,17,1,08,01,27,21,01500,633,1,,0,0,0,0,,,6,,
28,2,69,3,12,01,,,,,,1,0,0,0,0,,,,,
20,1,74,2,07,01,,,,,,1,0,0,0,0,,,,,
10,1,5,1,01,01,05,,,,,2,0,0,0,0,,,,,
22,2,50,3,07,01,,,,,,1,0,0,0,0,,,6,,
09,1,25,1,12,08,16,,,,1,,0,0,0,0,,,6,,
36,2,40,2,06,01,,41,42101,931,1,,0,3100,55,0,,,3,,
13,2,18,1,08,01,27,,,,,2,0,0,0,0,,,6,,
03,1,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
09,2,61,2,01,01,,21,01500,613,1,,0,1500,33,0,,,,,
01,2,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
23,2,0,1,01,01,05,,,,,,0,0,0,0,,,,,
28,2,48,2,01,01,03,41,42204,931,1,,0,0,30,0,,,4,,
23,1,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
10,2,46,2,07,01,16,,,,,2,0,0,0,0,,,6,,
10,2,37,2,08,01,,,,,,2,0,0,0,0,,,6,,
27,2,14,1,07,01,26,,,,,2,0,0,0,0,,,6,,
19,1,42,2,05,01,12,,,,1,,0,0,32,0,,,6,,
28,1,42,1,05,01,13,,,,1,,0,0,36,0,,,4,,
17,2,31,2,07,01,12,,,,1,,0,7350,35,0,,,3,,
29,2,50,2,01,01,,,,,1,,0,0,26,0,,,6,,
02,2,17,1,10,01,31,21,01412,612,1,,0,0,0,0,,,6,,
06,1,29,2,07,01,12,,,,1,,0,0,40,0,,,6,,
22,2,62,2,01,01,,,,,,1,0,0,0,0,,,,,
06,2,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
33,1,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
29,2,53,1,06,01,,,,,,2,0,0,0,0,,,6,,
