st,sex,age,marst,gedu_lvl,tedu_lvl,curr_att,sas,ind_sas,ocu_sas,wrk_365,evr_wrk,ern_reg,ern_self,tothrs_wrk,totadl_wrk,dur_unp,eff_pas,voc,voc_fld,voc_typ
08,1,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
09,2,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
09,1,75,2,08,01,,,,,,1,0,0,0,0,,,,,
07,1,33,2,07,01,,,,,1,,0,38000,56,0,,,3,,
10,1,60,2,08,01,,21,47711,522,1,,0,18500,56,0,,,,,
01,2,40,2,06,01,,11,01500,613,1,,0,7000,37,0,,,2,,
33,2,53,2,13,01,14,,,,,1,0,0,0,0,,,6,,
20,1,32,2,12,01,12,,,,1,,0,0,42,0,,,1,99,3
09,2,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
10,2,3,1,01,01,05,,,,,,0,0,0,0,,,,,
02,1,34,1,13,06,,,,,1,,34890,0,48,0,,,1,08,3
24,1,65,2,07,01,,,,,1,,0,21000,48,0,,,,,
05,2,42,2,13,01,,,,,,2,0,0,0,0,,,6,,
09,2,62,2,08,01,,,,,,2,0,0,0,0,,,,,
06,2,36,2,06,01,,,,,1,,0,3500,42,0,,,6,,
36,2,25,1,12,01,16,,,,,2,0,0,0,0,4,5,1,,
23,1,3,1,01,01,05,,,,,,0,0,0,0,,,,,
21,2,70,3,06,01,,,,,,2,0,0,0,0,,,,,
08,1,74,2,01,01,,,,,1,,0,10000,53,0,,,,,
22,2,20,1,12,01,31,,,,,2,0,0,0,0,,,6,,
09,2,10,1,01,01,24,,,,,2,0,0,0,0,,,,,
36,2,34,2,07,01,,,,,,2,0,0,0,0,,,6,,
14,1,4,1,04,01,23,,,,,,0,0,0,0,,,,,
27,2,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
10,2,68,3,01,01,,,,,,1,0,0,0,0,,,,,
09,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
08,1,26,2,10,01,14,,,,1,,0,0,7,0,,,2,,
18,2,28,2,08,01,14,,,,1,,0,1100,7,0,,,2,,
10,1,6,1,05,01,24,,,,,2,0,0,0,0,,,,,
18,1,11,1,05,01,24,,,,,2,0,0,0,0,,,,,
18,1,13,1,07,01,26,,,,,2,0,0,0,0,,,6,,
19,1,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
12,2,23,1,12,01,31,,,,,2,0,0,0,0,,,6,,
23,1,36,2,07,01,,,,,1,,0,0,49,0,,,2,,
06,1,30,2,10,01,,,,,1,,40000,0,56,0,,,6,,
10,1,11,1,06,01,25,,,,,2,0,0,0,0,,,,,
09,2,50,2,07,01,16,21,01500,613,1,,0,0,0,0,,,6,,
07,1,21,1,12,01,43,,,,,2,0,0,0,0,,,6,,
18,2,26,2,10,01,14,,,,,2,0,0,0,0,,,6,,
01,2,67,2,01,01,,,,,,1,0,0,0,0,,,,,
24,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
09,2,32,2,08,01,,,,,,2,0,0,0,0,,,3,,
08,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
23,2,29,2,07,01,14,,,,1,,0,0,0,0,,,6,,
03,1,28,1,10,01,16,,,,1,,0,12000,57,0,,,4,,
23,2,11,1,05,01,24,21,47211,522,1,,0,0,0,0,,,,,
08,2,40,2,01,01,,,,,,2,0,0,0,0,,,6,,
08,2,34,2,06,01,14,,,,,2,0,0,0,0,,,6,,
09,2,58,3,01,01,,,,,1,,0,2500,32,0,,,6,,
27,2,67,2,06,01,,,,,,2,0,0,0,0,,,,,
10,1,38,2,06,01,,,,,1,,0,17000,30,0,,,6,,
28,2,47,2,06,01,,21,01116,611,1,,0,7500,56,0,,,2,,
23,2,47,2,01,01,04,21,01111,611,1,,0,0,9,0,,,6,,
29,2,22,2,10,01,13,,,,1,,0,0,0,0,,,6,,
23,1,18,1,07,01,15,,,,,2,0,0,0,0,2,5,6,,
28,1,39,2,06,01,,,,,1,,0,0,0,0,,,6,,
09,1,3,1,04,01,23,,,,,,0,0,0,0,,,,,
33,1,44,2,07,01,,,,,1,,0,0,56,0,,,6,,
29,2,35,2,08,01,,,,,,1,0,0,0,0,,,6,,
19,2,61,1,06,01,,,,,,1,0,0,0,0,,,,,
22,1,45,2,01,01,,,,,1,,0,13500,20,0,,,2,,
33,2,21,1,10,01,30,,,,,2,0,0,0,0,,,6,,
21,1,76,2,08,01,,,,,,1,0,0,0,0,,,,,
27,2,45,3,01,01,02,,,,,1,0,0,0,0,,,6,,
27,1,43,2,07,01,12,,,,1,,0,10000,49,0,,,6,,
18,1,82,2,06,01,,,,,1,,0,10000,30,0,,,,,
05,2,40,2,07,01,,,,,,2,0,0,0,0,,,6,,
23,1,55,2,07,01,12,,,,1,,0,10000,39,0,,,2,,
27,1,70,2,06,01,,,,,,1,0,0,0,0,,,,,
18,1,37,2,05,01,,,,,1,,0,0,49,0,,,6,,
24,1,23,1,12,09,12,,,,,2,0,0,0,0,3,1,6,,
36,2,69,3,01,01,,,,,,1,0,0,0,0,,,,,
09,1,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
18,1,35,2,07,01,,,,,1,,0,0,45,3,,,3,,
32,2,60,3,08,01,,,,,1,,15600,0,60,0,,,,,
09,1,70,3,10,01,,,,,,1,0,0,0,0,,,,,
33,2,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
06,1,19,1,10,01,31,,,,,2,0,0,0,0,,,6,,
29,1,52,2,12,01,,,,,1,,0,18000,48,0,,,3,,
29,1,28,1,07,01,12,,,,1,,14000,0,48,0,,,5,,
29,1,6,1,05,01,24,,,,,2,0,0,0,0,,,,,
23,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
22,2,30,2,06,01,14,,,,1,,0,0,0,0,,,3,,
08,1,38,2,07,01,,11,01112,611,1,,0,0,56,0,,,4,,
24,2,3,1,01,01,05,,,,,,0,0,0,0,,,,,
03,2,27,2,10,01,15,,,,,2,0,0,0,0,,,6,,
12,1,28,2,05,01,16,,,,1,,0,13500,48,0,,,6,,
09,2,26,1,12,01,15,,,,,2,0,0,0,0,,,6,,
06,1,46,2,01,01,03,,,,1,,0,18500,39,0,,,6,,
22,2,40,2,06,01,,51,01124,921,1,,0,0,42,0,,,4,,
19,1,45,2,10,01,12,,,,1,,0,0,56,0,,,4,,
36,2,45,2,01,01,,,,,1,,0,0,28,0,,,6,,
10,1,11,1,05,01,24,,,,,2,0,0,0,0,,,,,
09,1,45,2,12,01,,,,,1,,50000,0,24,0,,,4,,
28,1,18,1,10,01,12,21,01114,611,1,,0,0,54,0,,,6,,
08,2,65,2,01,01,,,,,1,,0,0,33,0,,,,,
23,1,35,2,10,01,,,,,1,,0,0,0,0,,,6,,
09,2,25,2,01,01,05,,,,,1,0,0,0,0,,,6,,
24,2,15,1,08,01,27,,,,,2,0,0,0,0,,,6,,
23,1,24,1,07,01,12,21,01112,611,1,,15000,0,58,0,,,4,,
23,2,28,2,13,01,14,,,,,2,0,0,0,0,,,6,,
19,2,20,1,10,01,31,21,32904,731,1,,0,0,8,0,,,3,,
08,1,20,2,07,01,12,,,,1,,10000,0,56,0,,,4,,
08,2,70,2,01,01,,,,,,1,0,0,0,0,,,,,
10,1,25,1,10,01,12,,,,1,,0,15000,65,0,,,3,,
09,1,8,1,01,01,24,,,,,2,0,0,0,0,,,,,
21,1,57,3,01,01,,11,01124,631,1,,0,0,32,0,,,2,,
05,1,13,1,07,01,26,,,,,2,0,0,0,0,,,6,,
35,2,56,2,01,01,,,,,,2,0,0,0,0,,,6,,
04,1,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
21,2,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
10,1,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
08,2,30,2,07,01,,,,,1,,0,0,56,0,,,3,,
10,2,30,2,08,01,,,,,,2,0,0,0,0,,,6,,
09,1,37,2,08,01,,,,,,2,0,0,0,0,,,6,,
01,1,45,2,10,01,12,,,,1,,60000,0,40,0,,,6,,
24,2,42,2,10,01,,,,,,2,0,0,0,0,,,5,,
08,1,55,2,01,01,,41,42209,931,1,,0,10000,56,0,,,2,,
27,2,25,2,10,01,14,,,,1,,0,0,44,0,,,2,,
05,1,22,1,12,01,32,,,,1,,0,0,0,0,,,6,,
09,1,3,1,01,01,05,,,,,,0,0,0,0,,,,,
09,1,2,1,01,01,05,,,,,,0,0,0,0,,,,,
24,1,22,1,07,01,12,,,,,1,0,0,0,0,2,5,6,,
27,2,39,2,07,01,12,,,,1,,0,0,48,0,,,6,,
24,2,23,2,07,01,14,,,,,2,0,0,0,0,,,6,,
21,1,19,1,07,01,12,,,,1,,6000,0,48,0,,,4,,
23,2,22,2,05,01,16,,,,,2,0,0,40,0,,,6,,
09,1,35,2,07,01,12,,,,1,,13500,0,48,0,,,3,,
34,1,65,2,06,01,,,,,1,,0,0,24,0,,,,,
22,2,75,3,07,01,,,,,,1,0,0,0,0,,,,,
09,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
09,1,40,2,06,01,12,,,,1,,0,0,40,0,,,3,,
33,1,2,1,01,01,05,,,,,,0,0,0,0,,,,,
33,1,30,2,08,01,,,,,1,,0,20000,50,0,,,6,,
09,1,24,2,10,01,12,,,,1,,15000,0,48,0,,,4,,
09,2,23,2,07,01,13,,,,,2,0,0,0,0,,,6,,
29,1,54,2,02,01,,,,,1,,0,0,54,0,,,3,,
23,1,3,1,01,01,23,,,,,,0,0,0,0,,,,,
20,2,17,1,07,01,26,,,,,2,0,0,0,0,,,6,,
19,1,55,2,07,01,,,,,1,,12000,0,48,0,,,4,,
09,1,75,2,08,01,,,,,,1,0,0,0,0,,,,,
22,1,53,2,13,01,,,,,1,,73400,0,37,0,,,4,,
10,1,38,2,12,01,,,,,1,,0,15000,63,0,,,6,,
23,1,4,1,01,01,23,,,,,,0,0,0,0,,,,,
09,1,72,2,07,01,,,,,1,,0,25000,24,0,,,,,
27,2,84,3,05,01,,,,,,2,0,0,0,0,,,,,
12,2,25,2,06,01,14,,,,,2,0,0,0,0,,,6,,
08,1,32,1,12,01,12,,,,1,,0,6000,56,0,,,3,,
29,1,44,2,10,01,12,,,,,1,0,0,0,0,,,6,,
01,2,75,2,01,01,,,,,,1,0,0,0,0,,,,,
21,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
22,2,2,1,01,01,05,,,,,,0,0,0,0,,,,,
27,1,35,2,08,01,,,,,1,,0,0,58,0,,,4,,
09,2,35,2,12,01,,,,,1,,6500,0,0,0,,,3,,
09,2,3,1,01,01,01,,,,,,0,0,0,0,,,,,
03,1,47,2,13,06,15,,,,1,,75000,0,30,0,,,1,99,3
23,1,59,2,01,01,,11,01111,611,1,,0,0,67,2,,,6,,
29,1,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
21,2,58,3,01,01,,,,,1,,0,0,36,0,,,2,,
09,2,60,2,01,01,,,,,,2,0,0,0,0,,,,,
10,1,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
09,1,22,2,10,01,12,,,,1,,0,9000,46,0,,,2,,
10,2,2,1,01,01,05,,,,,,0,0,0,0,,,,,
09,2,32,2,07,01,14,,,,,2,0,0,0,0,,,6,,
36,2,46,3,01,01,,41,42101,931,1,,0,0,40,0,,,5,,
24,1,70,2,01,01,,,,,,1,0,0,0,0,,,,,
09,1,45,2,08,01,,,,,1,,0,11000,59,0,,,3,,
24,1,50,2,01,01,03,,,,1,,0,5000,38,0,,,6,,
23,1,80,3,05,01,,,,,,1,0,0,0,0,,,,,
36,2,74,3,12,06,,,,,,1,0,0,0,0,,,,,
09,2,27,2,12,01,14,,,,,2,0,0,0,0,,,6,,
27,1,3,1,01,01,23,,,,,,0,0,0,0,,,,,
20,1,58,2,05,01,12,,,,1,,15250,0,56,0,,,4,,
09,2,5,1,01,01,23,,,,,2,0,0,0,0,,,,,
10,1,34,2,12,01,,,,,1,,0,0,23,33,,,6,,
29,2,25,2,08,01,14,,,,,2,0,0,0,0,,,6,,
21,1,16,1,08,01,27,,,,,2,0,0,0,0,,,6,,
28,1,14,1,07,01,26,,,,,2,0,0,0,0,,,6,,
21,2,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
10,2,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
36,1,0,1,01,01,05,,,,,,0,0,0,0,,,,,
03,2,61,3,01,01,,,,,,2,0,0,0,0,,,,,
32,2,33,2,13,01,,,,,1,,15000,0,48,0,,,4,,
09,2,50,2,01,01,,,,,1,,6000,0,33,0,,,6,,
33,2,0,1,01,01,05,,,,,,0,0,0,0,,,,,
19,2,64,2,12,01,,,,,,2,0,0,0,0,,,,,
08,2,45,2,01,01,12,51,01611,921,1,,0,0,0,0,,,2,,
08,1,40,2,12,01,12,,,,1,,0,35000,51,0,,,4,,
18,1,51,2,10,01,,,,,1,,0,22000,48,5,,,3,,
27,1,42,2,10,01,12,,,,1,,0,42000,74,0,,,6,,
27,1,19,1,10,01,31,,,,,2,0,0,0,0,,,6,,
10,2,85,3,07,01,,,,,,2,0,0,0,0,,,,,
28,1,38,2,01,01,,,,,1,,0,12000,59,0,,,6,,
08,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
09,2,32,2,07,01,,,,,,2,0,0,0,0,,,3,,
22,2,24,1,10,01,12,,,,1,,6000,0,42,0,,,4,,
09,2,13,1,07,01,26,,,,,2,0,0,0,0,,,6,,
09,2,59,2,01,01,,,,,,1,0,0,0,0,,,2,,
09,1,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
35,2,65,2,05,01,,,,,,2,0,0,0,0,,,,,
10,1,3,1,01,01,05,,,,,,0,0,0,0,,,,,
28,2,34,2,08,01,,,,,1,,0,0,3,0,,,5,,
24,2,24,2,12,01,14,,,,,2,0,0,0,0,,,2,,
33,2,52,2,12,14,12,,,,1,,0,30000,42,0,,,6,,
21,1,44,2,12,01,12,,,,1,,20300,0,47,0,,,1,13,3
07,2,75,3,01,01,,,,,,2,0,0,0,0,,,,,
33,1,61,2,07,01,,,,,1,,15000,0,51,0,,,,,
18,2,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
28,2,70,3,01,01,,,,,,1,0,0,0,0,,,,,
03,2,18,1,08,01,27,,,,,2,0,0,0,0,,,6,,
01,1,32,2,08,01,12,,,,1,,0,12000,48,0,,,6,,
22,1,38,2,12,03,12,,,,1,,12000,0,56,0,,,4,,
10,2,35,2,08,01,14,,,,,2,0,0,0,0,,,6,,
09,2,38,2,12,16,,,,,1,,6000,0,36,0,,,1,21,1
18,1,19,1,08,01,27,,,,,2,0,0,0,0,,,6,,
23,2,62,2,01,01,,21,01111,611,1,,0,0,15,0,,,,,
10,2,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
08,2,21,2,08,01,14,,,,,1,0,0,0,0,,,6,,
03,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
10,1,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
10,2,38,2,07,01,,,,,,2,0,0,0,0,,,6,,
15,1,17,1,07,01,12,,,,1,,0,25000,50,0,,,3,,
33,1,42,2,05,01,,,,,1,,0,0,56,0,,,4,,
17,2,29,2,07,01,12,11,02201,634,1,,0,1200,10,0,,,3,,
22,1,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
02,2,30,4,07,01,,,,,1,,0,0,39,20,,,5,,
29,2,21,2,08,01,14,,,,,2,0,0,0,0,,,6,,
29,2,36,2,06,01,12,,,,,2,0,0,0,0,,,6,,
33,1,21,1,10,01,33,,,,,2,0,0,0,0,,,1,02,2
07,1,18,1,10,01,29,,,,,2,0,0,0,0,,,6,,
09,1,40,2,10,01,,11,47110,522,1,,0,4000,35,0,,,6,,
08,2,3,1,01,01,05,,,,,,0,0,0,0,,,,,
01,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
20,1,11,1,05,01,24,,,,,2,0,0,0,0,,,,,
32,2,63,2,13,01,,,,,,2,0,0,0,0,,,,,
09,1,59,2,12,01,15,,,,1,,0,25000,57,0,,,3,,
27,1,22,1,07,01,12,,,,1,,0,0,70,0,,,6,,
27,2,19,1,10,01,35,,,,,2,0,0,0,0,,,6,,
21,1,13,1,07,01,26,,,,,2,0,0,0,0,,,6,,
08,1,56,2,01,01,05,21,01412,612,1,,0,7000,70,0,,,2,,
32,1,23,1,12,01,16,,,,,2,0,0,0,0,2,1,6,,
24,1,47,2,06,01,12,11,01116,613,1,,0,35000,68,29,,,3,,
23,2,56,2,01,01,,,,,,2,0,0,12,0,,,6,,
24,1,24,1,07,01,12,,,,1,,18000,0,65,0,,,4,,
09,2,38,2,07,01,16,,,,1,,0,4200,35,0,,,3,,
24,2,45,2,01,01,05,,,,1,,14500,0,40,0,,,6,,
27,1,58,3,08,01,,,,,1,,0,20000,37,0,,,6,,
07,2,65,2,08,01,,,,,,2,0,0,0,0,,,,,
08,1,60,2,01,01,,,,,1,,0,18000,52,0,,,,,
09,1,22,1,10,01,16,,,,1,,0,25000,67,0,,,6,,
10,2,4,1,01,01,22,,,,,,0,0,0,0,,,,,
10,2,59,2,05,01,,,,,,2,0,0,0,0,,,6,,
10,1,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
01,2,45,2,01,01,04,11,01139,611,1,,0,1100,16,0,,,6,,
29,2,17,1,08,01,27,,,,,2,0,0,0,0,,,6,,
21,1,40,2,05,01,12,,,,1,,0,0,32,0,,,3,,
01,2,35,2,13,01,14,11,01139,611,1,,0,1700,8,0,,1,3,,
24,2,27,2,08,01,14,,,,1,,0,0,0,0,,,6,,
27,2,27,2,07,01,14,,,,,2,0,0,0,0,,,3,,
23,2,5,1,01,01,23,,,,,2,0,0,0,0,,,,,
33,2,27,2,08,01,16,,,,1,,0,8500,38,0,,,6,,
06,2,54,3,13,01,,,,,1,,100000,0,0,0,,,6,,
06,1,30,1,01,01,,11,01441,612,1,,0,0,32,0,,,6,,
06,1,30,2,06,01,,,,,1,,0,0,62,0,,,6,,
16,1,3,1,01,01,05,,,,,,0,0,0,0,,,,,
10,1,40,2,10,01,,,,,1,,0,0,45,0,,,3,,
29,2,30,2,10,01,12,,,,,2,0,0,0,0,,,6,,
21,2,4,1,01,01,23,,,,,,0,0,0,0,,,,,
08,1,1,1,01,01,05,,,,,,0,0,0,0,,,,,
27,1,65,2,06,01,,,,,,1,0,0,0,0,,,,,
10,2,23,2,10,01,15,,,,,2,0,0,0,0,,,6,,
12,1,49,2,06,01,,,,,1,,0,19200,49,0,,,6,,
22,1,58,2,06,01,,,,,1,,0,0,0,0,,,2,,
23,1,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
08,1,24,2,12,01,12,51,01611,921,1,,0,0,60,0,,,6,,
23,1,5,1,01,01,23,,,,,2,0,0,0,0,,,,,
28,2,30,2,10,01,14,,,,1,,0,6820,43,0,,,5,,
27,2,33,2,10,01,,,,,,2,0,0,0,0,,,6,,
10,2,5,1,05,01,24,,,,,2,0,0,0,0,,,,,
24,1,20,1,10,01,30,,,,,2,0,0,0,0,,,6,,
01,1,28,1,10,01,12,,,,1,,0,10000,35,0,,,5,,
09,2,33,2,07,01,,,,,,2,0,0,0,0,,,6,,
06,1,40,3,01,01,02,,,,1,,0,0,39,0,,,6,,
10,1,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
09,2,22,1,12,01,31,,,,,2,0,0,0,0,,,6,,
14,2,34,2,12,01,14,,,,,1,0,0,0,0,,,6,,
19,1,20,1,10,01,31,,,,,2,0,0,0,0,,,1,13,3
24,1,20,1,10,01,12,21,01150,611,1,,0,0,23,0,,,1,15,3
09,1,35,2,07,01,16,,,,1,,0,14000,42,0,,,6,,
27,2,72,3,05,01,,,,,,1,0,0,0,0,,,,,
22,1,40,2,06,01,,,,,1,,0,0,48,0,,,4,,
23,2,18,1,08,01,27,,,,,2,0,0,0,0,,,6,,
03,1,61,2,07,01,,,,,1,,0,18000,80,0,,,,,
18,1,14,1,07,01,26,,,,,2,0,0,0,0,,,6,,
19,2,44,2,06,01,14,,,,,2,0,0,0,0,,,6,,
09,2,55,2,13,01,14,,,,,2,0,0,0,0,,,6,,
24,2,25,1,13,03,12,,,,1,,22500,0,34,0,,,6,,
36,2,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
27,2,38,2,06,01,,,,,1,,0,0,46,0,,,6,,
21,2,57,3,08,01,,,,,,2,0,0,0,0,,,6,,
16,2,16,1,07,01,26,,,,,2,0,0,0,0,,,6,,
04,1,22,1,10,01,16,,,,,1,0,0,0,0,3,1,6,,
33,1,19,1,10,01,14,,,,,2,0,0,0,0,,,6,,
09,1,70,2,07,01,,,,,,1,0,0,0,0,,,,,
09,2,6,1,05,01,24,,,,,2,0,0,0,0,,,,,
05,2,25,2,10,01,16,11,01111,631,1,,0,0,0,0,,,6,,
21,2,36,2,06,01,,,,,,2,0,0,0,0,,,6,,
29,1,30,1,08,01,,,,,1,,25000,0,48,0,,,5,,
24,2,33,2,10,01,,,,,,2,0,0,0,0,,,6,,
35,2,61,2,01,01,,,,,1,,0,50000,33,0,,,,,
07,1,27,1,13,01,12,,,,1,,80540,0,56,0,,,4,,
27,2,21,2,07,01,14,,,,,2,0,0,0,0,,,6,,
20,2,6,1,01,01,24,,,,,2,0,0,0,0,,,,,
27,2,48,2,08,01,12,,,,1,,0,9500,58,0,,,3,,
09,2,18,1,01,01,04,,,,,2,0,0,0,0,,,6,,
33,2,22,1,12,01,15,,,,,2,0,0,0,0,,,1,,
09,2,38,2,08,01,14,,,,,2,0,0,0,0,,,6,,
23,1,8,1,01,01,24,,,,,2,0,0,0,0,,,,,
24,2,31,2,01,01,,21,01113,611,1,,0,0,14,0,,,2,,
13,1,24,1,12,01,12,,,,1,,8000,0,30,0,,,1,06,3
21,2,38,2,05,01,14,21,01124,611,1,,0,0,12,0,,,2,,
19,1,62,2,01,01,,,,,1,,0,8000,39,0,,,,,
27,2,36,2,13,01,14,,,,,2,0,0,0,0,,,6,,
22,1,48,2,01,01,05,41,41001,931,1,,0,9000,50,0,,,3,,
06,1,28,1,10,01,11,,,,,2,0,0,0,0,5,1,6,,
09,1,19,1,07,01,12,,,,1,,0,0,51,0,,,3,,
27,2,17,1,08,01,27,,,,,2,0,0,0,0,,,6,,
09,2,40,2,10,01,,,,,,2,0,0,0,0,,,6,,
27,1,50,2,01,01,,,,,,1,0,0,0,0,,,6,,
22,1,42,2,06,01,,51,41001,712,1,,0,6000,39,0,,,3,,
23,1,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
13,1,35,2,07,01,,,,,1,,20000,0,42,0,,,1,09,3
14,1,44,2,10,01,12,,,,1,,54423,0,48,0,,,1,18,1
20,1,48,2,07,01,12,,,,1,,13800,0,41,0,,,2,,
06,2,52,2,08,01,14,,,,,2,0,0,0,0,,,6,,
02,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
24,2,65,2,01,01,,,,,,2,0,0,0,0,,,,,
09,1,24,1,10,01,12,,,,1,,0,0,0,0,,,2,,
08,2,67,2,01,01,,,,,,1,0,0,0,0,,,,,
23,2,29,2,12,01,14,,,,,2,0,0,0,0,,,6,,
33,1,56,2,07,01,12,,,,1,,0,15000,58,0,,,3,,
19,2,28,2,12,01,14,11,01412,612,1,,0,1000,16,0,,,1,13,3
10,2,6,1,04,01,23,,,,,2,0,0,0,0,,,,,
23,2,35,2,07,01,,,,,,2,0,0,0,0,,,6,,
33,1,11,1,06,01,25,,,,,2,0,0,0,0,,,,,
01,1,55,2,07,01,12,,,,1,,0,21000,56,0,,,3,,
23,1,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
28,2,41,2,06,01,12,41,42204,931,1,,0,7800,34,0,,,6,,
03,1,55,2,01,01,05,,,,1,,0,80000,42,0,,,2,,
21,2,65,2,01,01,,,,,,1,0,0,0,0,,,,,
09,1,40,2,13,01,12,,,,1,,0,25000,56,0,,,6,,
21,2,47,2,07,01,16,,,,1,,0,4000,17,0,,,6,,
21,2,44,2,10,01,14,,,,,2,0,0,0,0,,,6,,
23,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
19,1,58,2,01,01,,,,,1,,0,10000,46,0,,,3,,
20,2,24,1,12,01,14,,,,,2,0,0,0,0,,,6,,
18,2,67,3,01,01,,,,,,2,0,0,0,0,,,,,
09,2,20,1,10,01,31,,,,,2,0,0,0,0,,,6,,
23,2,55,3,07,01,12,,,,1,,40000,0,48,0,,,1,99,1
10,1,20,2,01,01,03,,,,,2,0,0,0,0,,,6,,
23,1,24,1,07,01,15,,,,,1,0,0,0,0,3,5,6,,
12,2,22,2,10,01,14,,,,1,,0,0,22,0,,,6,,
10,2,35,2,07,01,14,,,,,2,0,0,0,0,,,6,,
09,1,6,1,04,01,23,,,,,2,0,0,0,0,,,,,
22,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
20,1,30,2,10,01,,,,,1,,10000,0,63,0,,,4,,
22,1,50,2,12,01,12,,,,1,,0,7500,0,0,,,2,,
23,1,24,2,07,01,12,,,,1,,6000,0,48,0,,,4,,
23,1,28,2,08,01,12,51,41002,931,1,,0,8000,40,12,,,2,,
09,1,60,3,06,01,,,,,1,,0,12000,56,0,,,,,
36,2,42,2,08,01,14,,,,,2,0,0,0,0,,,6,,
19,1,38,2,06,01,13,,,,,2,0,0,0,0,,,6,,
27,1,14,1,06,01,25,,,,,2,0,0,0,0,,,6,,
09,2,5,1,04,01,05,,,,,2,0,0,0,0,,,,,
20,1,35,2,10,01,,,,,1,,0,47000,35,0,,,6,,
35,2,19,1,10,01,31,,,,,2,0,0,0,0,,,1,13,2
27,2,52,2,08,01,,,,,,2,0,0,0,0,,,6,,
13,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
23,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
29,1,22,1,08,01,12,,,,1,,0,0,56,0,,,4,,
27,2,40,2,06,01,14,,,,1,,10000,0,36,0,,,1,20,3
33,2,55,2,01,01,01,,,,,1,0,0,0,0,,,6,,
36,1,16,1,08,01,27,,,,,2,0,0,0,0,,,6,,
21,2,53,2,05,01,,21,01124,631,1,,0,0,18,0,,,6,,
01,1,56,2,07,01,12,11,01500,633,1,,9200,0,48,0,,,6,,
29,2,7,1,04,01,24,,,,,2,0,0,0,0,,,,,
02,2,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
36,1,10,1,02,01,21,,,,,2,0,0,0,0,,,,,
12,1,18,1,08,01,27,,,,,2,0,0,0,0,,,6,,
28,1,24,1,12,01,32,,,,,2,0,0,0,0,,,6,,
08,1,35,2,06,01,12,,,,1,,0,6000,42,14,,,3,,
32,1,52,2,11,11,,,,,1,,20000,0,70,0,,,4,,
08,2,38,2,06,01,11,,,,,1,0,0,0,0,,,2,,
10,1,4,1,01,01,23,,,,,,0,0,0,0,,,,,
10,1,18,1,08,01,27,,,,,2,0,0,0,0,,,6,,
24,1,52,2,07,01,,,,,1,,0,32000,56,0,,,6,,
17,1,29,2,07,01,12,,,,1,,0,0,48,0,,,4,,
09,1,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
23,1,58,2,10,01,,,,,1,,11500,0,57,0,,,6,,
18,2,57,2,01,01,,,,,,1,0,0,0,0,,,5,,
19,1,19,1,10,01,31,,,,,2,0,0,0,0,,,1,13,3
09,2,17,1,07,01,14,,,,,2,0,0,0,0,,,6,,
09,1,60,2,06,01,,,,,,1,0,0,0,0,,,,,
23,2,31,2,07,01,15,,,,,2,0,0,0,0,,,6,,
33,2,18,1,10,01,31,,,,,2,0,0,0,0,,,6,,
30,2,58,2,07,01,,,,,,2,0,0,0,0,,,6,,
10,2,70,3,01,01,,,,,,2,0,0,0,0,,,,,
27,1,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
